R1,LBG,NXG,NWD,ECR,SNR,RDD,UWL,WOH,OXT,HUR,LFD,DMS,EGR
T1,5,9,4,4,3,4,4,5,3,7,3,5,0
R2,VIC,CLJ,ECR,PUR,RDH,HOR,GTW,TBD,BAB,HHE,WVF,BUG,HSK,PRP,BTN
T2,5,11,5,9,10,2,6,6,5,5,2,3,7,5,0
R3,WAT,CLJ,SUR,WBY,WOK,BKO,AHV,AHT,FNH
T3,5,12,11,5,10,8,5,6,0
R4,WAT,CLJ,WOK,WPL,GLD,FNC,GOD,MLF,WTY,HSL
T4,5,21,6,6,7,3,5,4,7,0
R5,WAT,CLJ,RMD,TWI,FEL,SNS,EGH,VIR,LNG,SNG,ACT,MAO,BCE,WKM
T5,7,9,4,6,6,5,4,4,3,5,5,3,6,0
R6,WAT,VXH,CLJ,EAD,WIM,SUR,ESH,HER,WAL,WYB,BFN,WBY,WOK
T6,4,6,4,3,8,4,4,3,3,4,3,4,0
R7,BTN,HHE,TBD,GTW,HOR,PUR,ECR,SRS,TTH,NRB,SRC,BAL,CLJ,BAK,VIC
T7,35,20,17,3,18,5,4,3,3,2,4,4,4,6,0
R8,CAT,WHS,WHY,KLY,PUR,PUO,SCY,ECR,CLJ,VIC
T8,3,2,3,3,4,3,3,10,10,0
R9,HRH,LVN,IFI,CRW,TBD,GTW,HOR,SAF,ELD,RDH,MHM,CDS,PUR,ECR,CLJ,VIC
T9,3,6,3,4,4,4,4,3,3,5,5,3,5,11,8,0
R10,REI,RDH,MHM,CDS,PUR,ECR,LBG
T10,4,13,5,5,6,18,0
R11,TON,LIH,PHR,EBR,GDN,NUF,RDH,CDS,PUR,ECR,LBG
T11,4,4,6,7,5,5,8,3,7,19,0
R12,DKG,BXW,LHD,AHD,EPS,EWW,SNL,WCP,MOT,RAY,WIM,EAD,CLJ,WAT
T12,2,5,4,5,3,3,2,3,4,4,4,3,5,5,0
R13,GLD,LRD,CLA,HSY,EFF,BKA,LHD,AHD,EPS,EWW,SNL,WCP,MOT,RAY,WIM,EAD,CLJ,VXH,WAT
T13,4,5,4,3,5,5,4,4,5,3,2,3,4,4,4,3,5,6,0